Blog Category,Blog Title,Blog Catchphrase,Blog Link,Author Name,Thumbnail Link
Marks & Spencer,"This M&S coat has sold out everywhere (and if you can get your hands on it, it will last you through til Spring)",The Holly effect strikes again!,https://www.glamourmagazine.co.uk/article/marks-and-spencer-double-breasted-coat,Bianca London ,https://media.glamourmagazine.co.uk/photos/6138a4c83335302f7261b61b/4:3/w_1600%2Cc_limit/sd_01_t59_1962_yw_x_ec_1_sf_sq.jpg
Lingerie,Men reveal what they really think about the lingerie women wear - and it's actually quite surprising,"Your underwear, your rules.",https://www.glamourmagazine.co.uk/article/what-underwear-do-guys-like,Bianca London ,https://media.glamourmagazine.co.uk/photos/6138a4775341d7d4e342bb9e/4:3/w_1600%2Cc_limit/gettyimages-970232582sq.jpg
Style Advice,I'm a fashion editor and these are the only 11 tips you need to update your wardrobe for 2021,Disclaimer: It's not solely a year for tracksuits.,https://www.glamourmagazine.co.uk/article/fashion-editor-tips,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138a3a3dc58bfe816d39a46/4:3/w_1600%2Cc_limit/charlieteather_sq.png
Politics,Vice President Kamala Harris and FLOTUS Dr Jill Biden: What they wore on inauguration day,Iconic.,https://www.glamourmagazine.co.uk/article/inauguration-outfits,Ali Pantony ,https://media.glamourmagazine.co.uk/photos/6138a3605341d7d4e342baf4/4:3/w_1600%2Cc_limit/sq.jpg
Mental Health,Here's how you can shop Laura Whitmore and Una Healy's wardrobes to help youth mental health,ShareJoy is a project that hopes to bring some light into dark Covid days.,https://www.glamourmagazine.co.uk/article/sharejoy-project,Anne Marie Tomchak ,https://media.glamourmagazine.co.uk/photos/6138a36f5341d7d4e342bafa/4:3/w_1600%2Cc_limit/laura_whitmore_photo_credit__conor_mcdonnell_sq.png
Lingerie,M&S has created this genius sleep bra that offers gentle support whilst you snooze - and it has amazing reviews,Clever!,https://www.glamourmagazine.co.uk/article/m-s-flexifit-sleep-bra,Bianca London ,https://media.glamourmagazine.co.uk/photos/6138a47fe2e190b1f7b26c65/4:3/w_1600%2Cc_limit/original
Fashion Week,"Every Scandi brand you need on your radar, according to fashion insiders",From Ganni to Rotate Birger Christensen and Cecilie Bahnsen.,https://www.glamourmagazine.co.uk/gallery/best-scandi-brands,Sophie Cockett ,https://media.glamourmagazine.co.uk/photos/6138a5b08cb9467036e0f151/4:3/w_1600%2Cc_limit/shutterstock_editorial_10544756fh_sq.jpg
Designer Fashion,Can you guess which are the 11 most-searched-for designer brands of 2021 so far?,A clever purchase from one of the best designer brands will last you for years.,https://www.glamourmagazine.co.uk/gallery/best-designer-brands,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/6138a4ea86dcf24018f4b4e8/4:3/w_1600%2Cc_limit/slipintostyle_sq.png
Jeans,We've found 17 pairs of straight leg jeans that will ease your transition out of tracksuit bottoms,It’s time! Give your loungewear a break and get back into denim.,https://www.glamourmagazine.co.uk/gallery/straight-leg-jeans,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/6138a5b986dcf24018f4b564/4:3/w_1600%2Cc_limit/tamumcpherson_sq.png
Designer Fashion,The 23 best designer watches to invest in this year if you’re so over being fashionably late,"Add a little arm-candy to your accessories arsenal with an awesome watch from our edit of designer timepieces, guaranteed to become your favourite forever buy",https://www.glamourmagazine.co.uk/gallery/best-designer-watches,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/6138a33f6c53c747be7bd2a7/4:3/w_1600%2Cc_limit/venswifestyle_sq.png
Fashion Week,Why today’s Chanel couture show in Paris is exactly the escapism we need right now,"A little break from reality would do nicely, thank you",https://www.glamourmagazine.co.uk/gallery/chanel-couture-ss21,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/6138a04ff5e39d30c69b3a8d/4:3/w_1600%2Cc_limit/sq.jpg
Fitness & Exercise,"Outdoor activewear is flying RN, but what’s out there for plus-sizes? I’ve done the research (and depressing try-on sessions); here’s my definitive edit of brilliant buys",You're welcome.,https://www.glamourmagazine.co.uk/gallery/plus-size-gym-clothes,Alice du Parcq ,https://media.glamourmagazine.co.uk/photos/6138a0f55ebdbf876576b6c5/4:3/w_1600%2Cc_limit/gettyimages-1191162225_sq.jpg
Fashion Week,Dior explores the idea of tarot cards as a vehicle for escapism and fantasy for Haute Couture SS21,That's our next lockdown hobby sorted.,https://www.glamourmagazine.co.uk/gallery/dior-couture-spring-summer-2021,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138a0e03bf019dd15687d3d/4:3/w_1600%2Cc_limit/dior_hc-ss21-look-book_elina-kechicheva_look_17_sq.jpg
Lingerie,The best lingerie brands to elevate your underwear drawer with and feel oh-so confident in,Every lingerie brand worth knowing about.,https://www.glamourmagazine.co.uk/gallery/lingerie-and-underwear-sets,Sophie Cockett ,https://media.glamourmagazine.co.uk/photos/613898a7a8f6b78280dd734b/4:3/w_1600%2Cc_limit/best.jpg
Shopping,Colourful lingerie is here to boost your mood and confidence,"Teal, magenta and tangerine - the brighter, the better.",https://www.glamourmagazine.co.uk/gallery/colourful-lingerie,Ali Belamant ,https://media.glamourmagazine.co.uk/photos/6138a575236c41e831489fc9/4:3/w_1600%2Cc_limit/sq.jpg
Designer Fashion,15 of the most iconic designer belts you need in your wardrobe,They’re the ultimate finishing touch to any outfit and an affordable designer buy.,https://www.glamourmagazine.co.uk/gallery/iconic-designer-belts,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/6138a4ade2e190b1f7b26c7e/4:3/w_1600%2Cc_limit/venswifestyle_sq.png
High-Street,17 must-have staples from the new & Other Stories collection which are perfect for lockdown and beyond,Something to wear while that tracksuit is in the wash.,https://www.glamourmagazine.co.uk/gallery/other-stories-winter-outfits,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138a3ae86dcf24018f4b448/4:3/w_1600%2Cc_limit/.jpg
Kate Moss,"From her first pap shots to today, as Kate Moss turns 47, we take a look at the style transformation of the supermodel",Ready for a whole host of vintage Kate?,https://www.glamourmagazine.co.uk/gallery/kate-moss-style-fashion,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138a52e3335302f7261b65e/4:3/w_1600%2Cc_limit/gettyimages-1157464085_sq.jpg
TV Shows,Where to shop the 9 best pieces from Jenna Coleman’s epic '70s wardrobe in ‘The Serpent',The new BBC show just cemented our love for the coolest era in fashion.,https://www.glamourmagazine.co.uk/gallery/jenna-coleman-the-serpent-wardrobe,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138a1a69734ef64a15ef043/4:3/w_1600%2Cc_limit/19522338-high_res-the-serpent_l_sf.jpg
Valentine's Day,The new Savage X Fenty collection is here just in time to kink up your Valentine’s Day,Count on RiRi to spruce things up.,https://www.glamourmagazine.co.uk/article/savage-x-fenty-valentines-day,Annabelle Spranklen ,https://media.glamourmagazine.co.uk/photos/613898a12b5bbea008292119/4:3/w_1600%2Cc_limit/rihanna-look-1-savage-x-fenty-v-day_sq.jpg
Shopping,I'm a fashion editor and these are the 10 pieces I'm adding to my wardrobe for 2021 (feat. elasticated waists and Zoom-worthy pyjamas),It seems 2021 may be another 'year of the tracksuit'.,https://www.glamourmagazine.co.uk/article/fashion-editor-shopping-tips-2021,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138a4523335302f7261b5ea/4:3/w_1600%2Cc_limit/charlieteather-_sq.jpg
Fashion,A definitive guide to giving your wardrobe a detox (and it's amazing for your mental health),Working from home? Make time to Marie Kondo your wardrobe.,https://www.glamourmagazine.co.uk/article/wardrobe-detox-guide,Susie Hasler Bandi Manzini ,https://media.glamourmagazine.co.uk/photos/61389af56c53c747be7bcdd9/4:3/w_1600%2Cc_limit/gettyimages-1181280250_sf_sq.jpg
Shopping,"8 genius hacks for online shopping the January sales, according to a top stylist",You don't even need to try anything on!,https://www.glamourmagazine.co.uk/article/how-to-shop-january-sales-in-lockdown,Bianca London ,https://media.glamourmagazine.co.uk/photos/6138a2911145ea59e77e6d7a/4:3/w_1600%2Cc_limit/gettyimages-1215678331_sq.jpg
Engagement Rings,This is the super emotional meaning behind Ariana Grande's pearl engagement ring that we (almost) all missed,We were too dazzled by that diamond...,https://www.glamourmagazine.co.uk/article/ariana-grande-pearl-engagement-ring,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138a2102677a6ca5ae34d22/4:3/w_1600%2Cc_limit/arianagrande_sq.jpg
Lifestyle,"Things we’ve said goodbye to in 2020 (RIP underwire, we won’t miss you)","Still pining for our lipstick, TBH.",https://www.glamourmagazine.co.uk/article/things-weve-said-goodbye-to-in-2020,Katie Teehan ,https://media.glamourmagazine.co.uk/photos/6138a2ae2b5bbea008292798/4:3/w_1600%2Cc_limit/gettyimages-591162985_sq.png
Shopping,"How to recreate 8 of Sex and the City's most memorable looks today (yes, including Samantha's)","Let's face it, she had some epic outfits.",https://www.glamourmagazine.co.uk/gallery/sex-and-the-city-fashion-2018,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/61388f5786dcf24018f4a73b/4:3/w_1600%2Cc_limit/591603_493294_2154x3300_sq.jpg
Designer Fashion,26 of the most memorable quotes that prove fashion is so much more than frivolity,A pearl of wisdom or two from our favourite style icons.,https://www.glamourmagazine.co.uk/gallery/best-fashion-quotes-of-all-time-iconic-style-advice,Glamour ,https://media.glamourmagazine.co.uk/photos/61389e60f5e39d30c69b396f/4:3/w_1600%2Cc_limit/quotes_sf.jpg
Shopping,"The January sales have levelled-up! Here are the best last-minute deals across fashion, beauty & home",What January blues?,https://www.glamourmagazine.co.uk/gallery/best-january-sales,Sophie Cockett ,https://media.glamourmagazine.co.uk/photos/6138a13d1145ea59e77e6cbe/4:3/w_1600%2Cc_limit/january.jpg
High-Street,"Of the 4,520 pieces in the H&M winter sale, these are the 17 our Fashion Editor thinks are worth buying",We've done all the scrolling for you.,https://www.glamourmagazine.co.uk/gallery/hm-winter-sale,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138a4b4236c41e831489f58/4:3/w_1600%2Cc_limit/hm.jpg
Fitness & Exercise,"Trust me, these are the absolute best gym leggings for every kind of workout (from just £19.99)","Sweat-wicking, soft and supportive.",https://www.glamourmagazine.co.uk/gallery/best-gym-leggings,Sophie Cockett ,https://media.glamourmagazine.co.uk/photos/6138a42669a8a3323e6d83e2/4:3/w_1600%2Cc_limit/hmgoepprod_sq.jpg
High-Street,The 10 pieces everyone will be buying from Marks & Spencer's epic new season collection,Including some very WFH-friendly looks.,https://www.glamourmagazine.co.uk/gallery/marks-and-spencer-aw20-collection-highlights,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138a32a30654311017f7200/4:3/w_1600%2Cc_limit/untitled-1_sq.jpg
Royal Style,14 times Kate Middleton took her fashion cues from Princess Diana's rulebook,The Duchess of Cambridge shares very similar tastes with her late mother-in-law.,https://www.glamourmagazine.co.uk/gallery/kate-middleton-princess-diana-fashion,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/61388f17ba092ab636a104b4/4:3/w_1600%2Cc_limit/sq.jpg
High-Street,We trawled the entire(!) Zara sale and these are the 23 pieces worth putting in your basket,Just don't take the last one in our size...,https://www.glamourmagazine.co.uk/gallery/zara-winter-sale,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138957e2bec5fcec32c1369/4:3/w_1600%2Cc_limit/untitled-1_sq.jpg
Shopping,The loungewear jumpsuit is just the trend to get us through Lockdown 3.0 - here's our pick of the 11 best,Because who needs normal clothes anymore?,https://www.glamourmagazine.co.uk/gallery/best-loungewear-jumpsuits,Ali Belamant ,https://media.glamourmagazine.co.uk/photos/6138a32369a8a3323e6d834e/4:3/w_1600%2Cc_limit/screen-shot-2021-01-05-at-104337_sq.jpg
Kim Kardashian,These throwback looks reveal why Kim Kardashian credits Kanye West with her major style transformation,Her wardrobe looked very different pre-Kanye.,https://www.glamourmagazine.co.uk/gallery/kim-kardashian-new-style-high-fashion-wardrobe,Charlie Teather Bianca London ,https://media.glamourmagazine.co.uk/photos/61388bdc6c53c747be7bc177/4:3/w_1600%2Cc_limit/gettyimages-1205327128_sf.jpg
Shopping,10 of the best Lululemon leggings that'll make you forget other yoga pants exist (plus the differences between each of their styles),Buttery-soft and so damn comfy.,https://www.glamourmagazine.co.uk/gallery/best-lululemon-leggings,Sophie Cockett ,https://media.glamourmagazine.co.uk/photos/6138a0a5d22f06d735f7741d/4:3/w_1600%2Cc_limit/original
Fitness & Exercise,15 best running jackets that'll keep you motivated to keep moving (even in the freezing cold),Strava at the ready...,https://www.glamourmagazine.co.uk/gallery/best-running-jackets-women,Sophie Cockett Ally Head ,https://media.glamourmagazine.co.uk/photos/61389b3654a5dc97887e8673/4:3/w_1600%2Cc_limit/gettyimages-1168002788_sq.jpg
Fashion,We've found 50 stylish hidden gems on Amazon Fashion to update your wardrobe ahead of the new year (and loads of them are in the sale),Paid partnership with Amazon Fashion. Products independently selected by GLAMOUR editors.,https://www.glamourmagazine.co.uk/gallery/amazon-fashion-best-products,Sophie Cockett ,https://media.glamourmagazine.co.uk/photos/6138a23a4501b1fdc56bab0f/4:3/w_1600%2Cc_limit/amazon_sq.png
Shopping,These are the 7 fashion items we'll all be adding to our wardrobes in 2021 (so you can get ahead of the curve),"Slouchy jeans, relaxed tailoring and ruffles are all big news.",https://www.glamourmagazine.co.uk/gallery/what-to-buy-in-2021,Sophie Cockett ,https://media.glamourmagazine.co.uk/photos/6138a268d22f06d735f77516/4:3/w_1600%2Cc_limit/sq.jpg
Shopping,These are your favourite fashion brands' Christmas cut-off dates for all those last minute outfits,"Oh, and gifts... obviously...",https://www.glamourmagazine.co.uk/article/last-minute-delivery-christmas-gifts-fashion,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138a5122677a6ca5ae34edb/4:3/w_1600%2Cc_limit/aimeesong-_sq.jpg
Shopping,I'm a fashion editor and these are the 8 Christmas shopping tips that get me through the season,"Let's face it, at this late stage it's often nothing more than a panic buy.",https://www.glamourmagazine.co.uk/article/fashion-editor-christmas-shopping-advice,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138a221a35312eec2783c7c/4:3/w_1600%2Cc_limit/charlieteather_sq.png
Shopping,23 of our Fashion Editor's favourite independent labels that could use your support right now,Use your pennies wisely.,https://www.glamourmagazine.co.uk/article/independent-fashion-brands,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138a30086dcf24018f4b3e4/4:3/w_1600%2Cc_limit/original-1_sq.jpg
Celebrity Fashion,These were the 10 most searched-for celebrity fashion moments of 2020,You mean we weren't all wearing loungewear?,https://www.glamourmagazine.co.uk/article/biggest-celebrity-fashion-moments-2020,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138a328ba092ab636a111f9/4:3/w_1600%2Cc_limit/gettyimages-1203859401_sq.png
Fashion Trends,These were the most-Googled fashion trends of 2020 and some will surprise you,"Hang on, suits? Really?",https://www.glamourmagazine.co.uk/article/most-googled-fashion-trends-2020,Annabelle Spranklen ,https://media.glamourmagazine.co.uk/photos/6138932f5ebdbf876576ada1/4:3/w_1600%2Cc_limit/hero-square-suiting-trends-gettyimages.jpg
Sustainability,The 5 best fashion rental services to make designer shopping cheaper and more sustainable,A little Prada for Christmas?,https://www.glamourmagazine.co.uk/article/fashion-rental-services,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138a3a286dcf24018f4b444/4:3/w_1600%2Cc_limit/georginalennon1.jpg
